Suburb_Cod,Census_2011,easting,northing,x,y,totpedcr,totpedcr_after,ksi,popu,logpopu,popudens,children,yadults,hdpg,loweduc,avgeduc,informdwe,lowinc,unemplorate,lum,comuse,locbuse,gbuse,ginduse,freexpres,arterials,locdistr,rdnetwork,psl60,psl80,psl100,avgpsl,rintocul,int4plusleg,signalint,pctsingalint,intdens,linintdens,strdens,busrtes,brtrtes,railsta,mbustaxirtes,distocbd,nonrezuse
187,Youngsfield,-47048.05932,-3764975.802,18.490676,-34.010795,13,,4,921,2.964,374.732,16.984,16.244,76.868,3.032,61.092,0.000,16.991,5.000,0.432,47.219,1.125,0.000,1.603,5.467,3.254,0.012,15.590,95.578,12.813,9.083,60.900,5.000,5.000,4.000,6.667,24.416,3.849,6.344,122.476,0.000,2.000,81.949,16.900,49.940
8,Bellville Park,-34197.28866,-3750210.357,18.630366,-33.878179,24,,5,1626,3.211,750.664,7.122,22.491,46.786,0.399,41.775,0.000,16.429,2.997,0.495,105.739,24.918,46.461,3.396,1.383,7.253,0.443,13.899,97.205,6.411,6.411,61.370,2.897,33.000,13.000,15.476,38.787,6.044,6.418,45.769,0.000,0.000,13.062,24.700,180.520
40,Doornbach,-42909.08535,-3742864.82,18.536562,-33.811639,18,,5,5559,3.745,7324.155,27.859,18.106,99.792,24.360,74.594,98.843,98.892,51.632,0.260,0.000,0.000,0.360,52.581,0.000,0.667,0.000,6.071,44.158,6.507,6.507,35.330,2.692,4.000,1.000,2.857,46.110,5.765,7.998,17.969,3.947,0.000,50.698,20.200,52.940
108,Monte Vista,-41026.09691,-3750552.029,18.556541,-33.881016,12,,5,7471,3.873,3346.414,16.769,11.862,15.794,1.836,61.190,0.093,17.376,5.526,0.240,3.508,0.092,2.520,0.000,1.501,3.066,2.046,45.319,100.000,2.440,2.440,60.340,11.500,76.000,5.000,2.174,103.024,5.075,20.300,88.951,0.000,0.000,38.149,16.200,6.120
139,Richwood,-42266.29969,-3745167.183,18.543394,-33.832421,12,,5,3182,3.503,4147.405,22.953,12.320,26.492,2.149,70.530,0.232,18.779,6.967,0.431,0.000,0.000,1.406,0.000,1.196,0.000,0.511,14.343,100.000,11.736,10.147,60.970,1.756,17.000,2.000,2.532,102.974,5.508,18.696,18.970,4.277,0.000,8.154,20.700,1.410
160,Stikland Hospital,-31578.39644,-3752104.92,18.658605,-33.89534,7,,5,2154,3.333,1478.364,1.572,15.799,81.762,6.024,52.049,1.538,26.124,0.000,0.000,140.203,0.000,0.000,0.000,0.000,1.355,0.000,2.329,48.379,0.000,0.000,55.000,7.250,2.000,1.000,3.448,19.900,12.452,1.598,10.839,0.000,0.000,29.370,27.100,140.200
170,Thornton,-43300.12053,-3755326.485,18.531725,-33.923967,23,,5,6107,3.786,2848.484,21.716,15.369,77.912,61.406,9.104,3.726,18.362,66.017,0.513,15.842,0.232,5.019,7.085,2.807,3.391,0.000,30.094,94.809,0.000,0.000,54.670,3.032,30.000,5.000,2.618,89.081,6.347,14.036,148.031,0.000,1.000,75.173,11.600,28.170
182,Welgemoed,-35915.70629,-3749271.75,18.611831,-33.869661,23,,5,21043,4.323,1828.174,19.107,11.242,14.463,1.758,37.077,0.084,12.085,2.493,0.470,47.764,19.739,3.857,0.000,2.785,11.655,8.337,136.637,85.557,1.397,1.397,55.340,4.062,74.000,13.000,2.462,45.871,3.864,11.871,48.548,0.000,0.000,14.163,23.900,71.360
16,Bloubergstrand,-49262.479,-3741585.186,18.468017,-33.799826,25,,6,11937,4.077,3018.666,19.868,11.127,19.620,1.248,49.358,0.103,17.711,5.349,0.414,1.550,0.000,6.795,0.000,1.875,6.271,5.984,67.322,82.110,0.454,0.000,53.190,2.093,56.000,2.000,0.633,79.908,4.694,17.024,365.403,28.885,0.000,398.025,20.400,8.340
22,Camps Bay,-57198.58491,-3758918.042,18.381191,-33.955682,33,,6,5338,3.727,1762.318,16.543,11.202,18.321,2.316,36.735,0.030,17.004,3.195,0.383,2.444,0.261,2.585,0.000,0.000,7.193,0.000,37.870,98.323,0.000,0.000,59.420,3.569,12.000,1.000,0.549,60.087,4.806,12.503,33.713,42.565,0.000,25.676,7.000,5.290
29,Century City,-45111.49432,-3751559.637,18.51233,-33.889932,45,,6,4393,3.643,1678.258,12.629,10.764,44.093,1.213,33.454,0.246,11.388,2.175,0.399,5.896,0.000,165.725,0.000,3.196,5.004,8.577,42.546,69.183,11.071,10.879,48.280,3.750,50.000,10.000,7.407,51.578,3.173,16.255,166.243,41.208,0.000,145.858,12.500,171.620
39,Diep River,-49501.36804,-3767634.779,18.463968,-34.034652,32,,6,2663,3.425,3538.173,11.560,10.682,36.534,5.178,57.633,0.255,23.593,4.307,0.457,0.000,0.112,8.696,0.000,0.689,1.345,0.000,13.612,96.676,0.000,0.000,57.490,3.194,15.000,4.000,3.478,152.782,8.448,18.084,28.175,0.000,1.000,6.772,19.500,8.810
65,Hazendal,-45709.40642,-3758725.053,18.505494,-33.954504,28,,6,5034,3.702,6508.433,24.764,15.851,99.065,22.996,70.701,6.335,64.008,22.206,0.326,6.537,0.815,0.370,0.000,2.935,1.958,0.000,17.778,100.000,9.208,4.716,61.060,3.800,33.000,1.000,1.316,98.253,4.275,22.983,213.870,10.462,1.000,110.744,12.000,7.730
78,Kirstenhof,-50566.08956,-3771810.328,18.452197,-34.072244,19,,6,4821,3.683,3175.574,19.084,11.354,11.398,0.540,53.108,0.411,11.065,3.285,0.423,3.125,0.396,6.190,0.089,3.728,1.937,0.000,26.463,95.432,9.994,8.720,59.440,3.340,25.000,8.000,5.096,103.407,5.933,17.430,18.802,0.000,0.000,22.393,23.500,9.800
113,Ndabeni,-46750.35951,-3755819.696,18.494387,-33.928266,41,,6,1071,3.030,495.665,19.750,21.050,89.247,8.242,66.385,0.692,61.148,7.944,0.416,6.616,0.000,25.114,94.540,2.044,5.260,1.026,18.758,98.497,5.546,0.000,59.970,2.635,21.000,4.000,2.410,76.843,8.850,8.683,53.868,0.000,1.000,7.087,9.400,126.270
146,Schotschekloof,-54456.72666,-3754870.84,18.411104,-33.919342,27,,6,3266,3.514,3442.211,19.884,15.160,77.793,14.132,67.362,0.759,37.840,18.956,0.354,3.685,0.129,0.371,0.000,0.000,0.000,0.000,10.521,88.509,0.000,0.000,59.660,4.412,31.000,2.000,2.667,79.035,7.129,11.087,0.976,0.589,0.000,0.907,1.800,4.180
152,Simons Town,-53375.28441,-3783970.827,18.421023,-34.181728,19,,6,2845,3.454,171.155,8.054,24.346,42.114,2.786,45.418,1.012,25.564,8.477,0.284,0.000,0.469,22.766,0.000,1.499,12.981,0.000,47.873,94.249,20.103,20.103,60.390,1.417,15.000,2.000,0.980,12.273,4.261,2.880,393.202,0.000,1.000,26.911,40.900,23.240
4,Atlantis Non Urban,-48446.11257,-3717956.544,18.478137,-33.586855,14,,7,2584,3.412,7.621,22.331,15.989,68.594,26.900,60.100,5.889,58.302,17.510,0.016,0.579,0.000,0.727,0.373,34.616,56.070,13.981,149.169,88.502,67.606,53.890,75.830,16.833,14.000,0.000,0.000,0.298,0.677,0.440,1576.190,95.528,0.000,1266.756,46.900,1.680
34,Constantia,-52750.9274,-3766683.271,18.428837,-34.025918,27,,7,13284,4.123,536.323,19.264,15.694,22.379,2.948,36.439,0.153,16.579,3.898,0.347,43.777,0.000,8.166,0.000,10.905,16.256,7.201,147.844,95.728,5.228,5.228,57.840,1.570,26.000,7.000,1.790,15.786,2.645,5.969,113.147,0.000,0.000,79.701,19.300,51.950
124,Parklands,-45828.25646,-3742734.922,18.505041,-33.810345,39,,7,26403,4.422,6509.555,25.151,11.841,49.146,1.432,54.907,0.167,15.796,6.090,0.441,3.106,0.000,33.957,0.000,0.000,6.125,10.685,81.806,93.041,0.000,0.000,55.990,2.635,72.000,5.000,1.048,117.604,5.831,20.169,32.395,24.890,0.000,57.418,20.200,37.070
127,Pelikan Park,-44245.26173,-3771805.703,18.520672,-34.07249,40,,7,12663,4.103,783.576,26.339,17.453,94.158,10.671,74.337,18.114,46.712,15.241,0.481,88.034,0.000,1.711,167.605,4.196,1.332,0.000,71.875,91.849,0.000,0.000,59.490,4.788,46.000,3.000,1.205,15.408,3.464,4.448,217.316,0.000,0.000,79.085,26.600,257.350
143,Ruyterwacht,-41337.63004,-3754894.659,18.552969,-33.920153,45,,7,11191,4.049,4142.240,23.596,15.466,62.494,6.217,83.395,1.221,36.527,13.563,0.389,11.813,0.000,78.678,0.000,5.091,0.000,0.000,37.983,100.000,0.000,0.000,0.000,8.857,33.000,6.000,2.419,91.791,6.529,14.059,199.487,0.000,1.000,54.040,18.600,90.490
156,Southfield,-47616.65798,-3767721.29,18.484371,-34.03552,36,,7,7361,3.867,3860.940,20.546,13.877,63.823,3.571,67.773,0.769,22.887,7.045,0.328,3.627,0.532,3.679,9.381,2.180,1.387,0.000,31.485,97.867,0.000,0.000,59.280,7.200,34.000,3.000,1.667,94.416,5.717,16.515,38.966,0.000,1.000,23.948,19.100,17.220
163,Summer Greens,-43770.78744,-3750646.608,18.526869,-33.881758,13,,7,6685,3.825,8446.589,26.753,15.394,83.206,2.943,67.405,0.505,23.795,6.701,0.240,0.000,0.000,0.365,0.000,4.042,0.273,0.000,13.122,98.232,23.233,17.802,61.940,4.471,11.000,1.000,1.316,96.027,5.792,16.580,156.710,7.509,0.000,108.253,14.600,0.370
176,V & A Waterfront,-53586.15606,-3753420.093,18.420607,-33.906308,35,,7,1665,3.221,1850.429,2.492,2.943,54.568,0.000,30.472,0.000,14.216,0.000,0.329,0.000,0.000,22.759,0.000,0.070,0.000,4.880,10.942,100.000,0.000,0.000,60.000,1.800,14.000,0.000,0.000,50.018,4.113,12.162,80.052,21.445,0.000,15.820,3.600,22.760
60,Gordons Bay,-12197.53966,-3780569.56,18.867734,-34.152359,40,,8,16101,4.207,2610.473,18.626,12.467,31.957,2.842,66.678,0.503,30.070,10.882,0.507,6.401,0.000,15.813,5.536,0.000,12.089,0.000,91.117,84.620,0.664,0.664,53.920,2.478,69.000,2.000,0.434,74.744,5.059,14.773,13.414,0.000,0.000,35.682,55.400,27.750
73,Kenilworth,-48333.67508,-3763324.682,18.47685,-33.995852,66,18,8,11525,4.062,3327.332,16.938,13.807,41.983,2.310,41.159,0.236,18.869,3.756,0.463,100.070,8.283,8.903,0.000,1.139,5.139,0.000,41.703,97.865,3.651,3.651,59.590,2.183,48.000,16.000,5.161,89.502,7.434,12.040,81.645,0.000,1.000,85.615,15.700,117.250
1,Acacia Park,-43767.9027,-3752037.747,18.52683,-33.894299,17,12,9,879,2.944,255.328,22.332,19.537,94.139,6.272,50.108,0.000,30.673,7.992,0.360,0.000,0.000,72.770,0.000,14.265,0.446,0.000,18.558,88.982,58.258,34.541,64.140,10.625,8.000,1.000,1.176,24.704,4.580,5.394,319.729,3.425,2.000,193.001,16.400,72.770
133,Pinelands,-45472.3137,-3756607.716,18.508168,-33.935426,45,40,9,15018,4.177,2564.619,17.602,13.794,32.779,1.414,39.473,0.048,12.117,3.989,0.437,31.857,1.595,41.333,0.000,1.950,6.453,0.678,91.204,96.023,0.000,0.000,57.810,4.761,71.000,6.000,1.156,88.631,5.691,15.575,61.463,0.000,3.000,59.362,10.000,74.790
158,Steenberg,-48784.37547,-3771849.647,18.471496,-34.072682,34,12,9,4205,3.624,4682.892,20.563,15.015,98.367,19.458,72.390,1.866,62.592,18.579,0.301,4.047,0.199,0.322,0.000,0.000,0.821,0.000,12.451,100.000,0.000,0.000,60.080,8.556,8.000,2.000,2.597,85.746,6.184,13.865,13.757,0.000,0.000,16.451,23.900,4.570
27,Capricorn,-46814.6347,-3773964.945,18.49272,-34.091842,27,15,10,4657,3.668,1061.205,24.346,13.952,68.033,2.311,64.692,0.444,14.117,4.296,0.398,8.020,0.000,47.830,0.000,1.489,4.606,0.000,27.433,53.809,0.000,0.000,44.910,2.099,25.000,2.000,1.342,33.957,5.431,6.252,78.468,0.000,0.000,53.711,26.100,55.850
44,Edgemead,-42157.52684,-3749782.805,18.544347,-33.874036,29,16,10,10552,4.023,2628.547,17.071,13.037,11.126,1.019,60.362,0.085,16.283,3.933,0.444,18.864,3.491,2.335,0.000,4.716,4.518,0.000,64.015,99.736,6.259,4.307,60.520,3.514,35.000,5.000,1.282,97.155,6.092,15.947,305.230,4.426,0.000,122.543,16.500,24.680
70,Imizamo Yethu,-58982.83147,-3767009.275,18.361344,-34.028523,35,13,10,17068,4.232,29905.386,25.821,18.117,95.718,19.837,77.625,72.285,92.413,29.049,0.168,0.064,0.000,0.000,0.000,0.000,1.502,0.000,7.424,92.385,0.000,0.000,57.050,3.400,23.000,0.000,0.000,148.932,11.449,13.008,9.637,0.480,0.000,4.295,18.900,0.060
84,Kraaifontein Small Holdings,-24092.18882,-3750069.276,18.739594,-33.877187,23,10,10,4373,3.641,799.861,29.519,18.283,95.010,27.245,67.138,54.445,90.430,21.801,0.112,1.456,0.000,0.000,0.000,0.727,3.632,0.000,8.673,100.000,36.814,8.375,60.970,4.357,14.000,0.000,0.000,11.157,7.033,1.586,0.000,0.000,0.000,4.809,35.700,1.460
112,Muizenberg,-48880.22363,-3775290.732,18.470264,-34.103699,42,24,10,5884,3.770,2416.992,16.111,13.977,43.150,2.466,51.259,0.103,24.147,6.573,0.489,2.150,0.000,6.283,0.000,0.000,7.586,0.000,27.467,85.147,0.000,0.000,58.530,3.224,29.000,4.000,2.532,64.902,5.752,11.283,80.769,0.000,2.000,50.575,28.100,8.430
122,Paarden Eiland,-48786.686,-3754073.622,18.472462,-33.912433,33,18,10,12,1.064,7.262,9.293,8.458,72.771,0.000,100.000,0.000,0.000,0.000,0.039,0.000,0.000,0.000,114.065,5.190,3.587,0.000,26.289,100.000,11.937,0.000,60.500,5.000,16.000,7.000,8.235,53.222,3.233,16.460,99.740,24.999,0.000,185.571,6.200,114.060
153,Sir Lowry's Pass,-8101.672739,-3777168.295,18.91218,-34.121736,45,11,10,8803,3.945,4455.193,30.245,17.474,94.427,29.236,65.590,34.278,76.884,20.849,0.371,5.636,2.436,5.054,0.000,0.000,0.000,1.640,16.139,55.573,15.211,10.743,52.100,1.319,24.000,0.000,0.000,62.758,7.683,8.168,0.000,0.000,0.000,30.424,54.200,13.130
75,Kensington,-45243.81626,-3753813.266,18.510784,-33.910243,76,34,11,24383,4.387,7961.639,22.931,15.628,97.651,13.991,75.728,5.377,43.099,13.756,0.289,17.694,5.985,5.446,0.000,1.724,0.000,0.000,52.792,99.796,3.943,3.943,60.100,11.792,87.000,0.000,0.000,92.406,5.361,17.238,64.179,0.000,1.000,70.134,10.200,29.130
98,Marconi Beam,-45140.21185,-3749600.521,18.51212,-33.87227,55,12,11,40,1.600,21.603,14.041,7.430,78.673,22.478,53.557,0.000,0.000,0.000,0.309,0.000,0.000,38.551,130.131,0.000,7.147,2.177,16.218,100.000,0.000,0.000,60.000,2.576,26.000,12.000,14.118,46.085,5.241,8.793,213.073,18.966,0.000,281.545,13.300,168.680
183,Westlake,-51534.14722,-3772580.078,18.441665,-34.079135,35,10,11,6900,3.839,3413.709,26.903,16.517,76.977,11.713,71.519,15.710,50.293,20.469,0.554,57.791,0.000,15.646,18.332,4.546,1.201,0.000,26.471,79.977,4.541,4.541,53.770,2.136,26.000,6.000,4.255,69.756,5.327,13.096,10.559,0.000,0.000,30.343,23.100,91.770
100,Masiphumelele,-57515.89706,-3778164.828,18.37649,-34.129168,41,18,12,24077,4.382,48008.081,27.660,20.772,93.310,15.092,82.243,69.279,93.185,27.290,0.299,2.802,0.000,1.072,0.402,0.000,0.000,0.000,9.996,100.000,0.000,0.000,60.000,1.383,22.000,0.000,0.000,259.209,13.005,19.931,1.960,0.000,0.000,0.376,36.600,4.270
104,Milnerton,-46347.87048,-3747936.4,18.499155,-33.857217,74,35,12,15196,4.182,1229.083,18.588,10.912,24.538,2.702,46.169,0.197,13.877,4.486,0.424,39.439,0.000,19.416,0.000,15.063,9.328,2.062,101.015,86.418,0.000,0.000,52.470,3.117,95.000,19.000,4.450,34.537,4.227,8.170,499.719,90.708,0.000,995.864,13.100,58.860
135,Plumstead,-48686.42716,-3766433.079,18.472859,-34.023858,93,29,12,21221,4.327,4636.607,17.295,12.272,40.634,3.089,58.302,0.297,21.895,5.552,0.362,30.779,0.167,17.467,0.000,1.476,4.996,1.083,79.760,98.607,0.374,0.000,59.520,3.277,152.000,4.000,0.866,100.945,5.792,17.427,65.249,0.000,2.000,42.429,18.400,48.420
171,Tijgerhof/Sanddrift,-45937.59892,-3751022.552,18.503428,-33.885055,30,12,12,6543,3.816,3449.553,18.213,14.564,34.141,4.370,67.596,0.057,29.428,8.441,0.479,24.101,2.960,18.250,3.096,0.000,4.405,0.020,31.186,97.038,0.000,0.000,58.320,11.313,28.000,9.000,4.972,95.429,5.804,16.442,198.645,15.415,0.000,237.374,11.200,48.410
175,University of the Western Cape/ Peninsula Technikon,-34065.98141,-3756316.341,18.631549,-33.93323,29,20,12,5124,3.710,2393.237,0.929,81.215,96.918,5.673,56.443,0.000,0.000,0.000,0.171,202.744,0.000,0.000,0.000,0.000,3.435,0.000,6.696,42.704,0.000,0.000,40.000,2.444,10.000,5.000,7.576,30.829,9.857,3.128,86.843,0.000,1.000,28.530,27.600,202.740
19,Bothasig,-42545.23914,-3748277.919,18.54023,-33.860454,45,12,14,12538,4.098,3080.957,17.804,14.863,20.925,2.539,76.564,0.166,25.673,8.200,0.329,35.600,0.000,8.558,0.000,5.175,3.933,9.355,66.225,99.836,6.467,5.020,60.670,5.200,15.000,14.000,5.385,63.890,3.926,16.273,173.240,18.285,0.000,128.060,15.900,44.160
54,Fisantekraal,-26285.79973,-3739744.276,18.716191,-33.784049,44,15,14,13072,4.116,20004.570,31.158,19.378,98.686,30.239,68.554,49.810,87.592,25.032,0.382,2.232,0.000,0.000,0.000,0.000,0.763,0.966,12.517,100.000,6.972,0.000,60.470,7.071,33.000,0.000,0.000,151.498,7.909,19.155,0.000,0.000,0.000,3.314,40.300,2.230
53,Fish Hoek,-53500.82073,-3778638.972,18.419987,-34.133656,64,42,14,9696,3.987,1196.739,13.147,10.870,17.288,1.258,56.746,0.123,29.258,5.039,0.438,33.874,2.514,6.009,0.000,0.000,8.289,0.000,67.846,84.849,2.767,2.767,56.790,2.980,67.000,7.000,2.349,36.779,4.392,8.374,241.555,0.000,2.000,57.440,35.000,42.390
69,Hout Bay,-59773.75411,-3767066.008,18.352772,-34.02899,83,34,15,18208,4.260,714.450,24.466,12.219,39.529,10.127,44.438,2.972,24.784,11.697,0.501,12.844,0.000,16.898,5.243,0.000,16.779,3.610,109.411,77.331,0.218,0.218,51.580,1.586,77.000,4.000,0.870,18.049,4.204,4.293,263.298,47.921,0.000,98.667,18.100,34.980
